transaction_id,customer_id,transaction_date,transaction_time,customer_age_group,customer_location_city,customer_location_state,zip_code,membership_tier,product_category,product_name,quantity,unit_price,total_amount,payment_method
TXN038220,CUST00540,2025-11-08,19:46,46-55,Boulder,CO,82912,Silver,Accessories,Storage Container,1,15.51,15.51,Digital Wallet
TXN066710,CUST00458,2025-09-18,13:13,36-45,San Francisco,CA,97968,Platinum,Flower,Gelato,1,44.23,44.23,Cash
TXN033061,CUST00708,2025-05-14,09:04,46-55,Seattle,WA,48199,Silver,Topicals,Bath Bomb 100mg,3,24.39,73.18,Digital Wallet
TXN047270,CUST00989,2024-11-15,12:59,36-45,Los Angeles,CA,63571,Gold,Edibles,Gummy Bears 100mg,2,26.17,52.34,Cash
TXN038261,CUST00497,2025-08-09,09:10,56+,Las Vegas,NV,67736,Gold,Flower,Girl Scout Cookies,1,42.63,42.63,Digital Wallet
TXN007141,CUST00386,2025-12-23,20:32,36-45,San Francisco,CA,78679,Silver,Topicals,CBD Lotion 100mg,2,40.74,81.47,Digital Wallet
TXN055550,CUST00630,2024-07-23,15:44,18-25,Los Angeles,CA,17682,Gold,Topicals,Bath Bomb 100mg,1,24.16,24.16,Digital Wallet
TXN014700,CUST01005,2025-03-31,18:32,46-55,Los Angeles,ca,18476,Standard,Concentrates,Live Resin 1g,1,51.97,51.97,Credit Card
TXN050110,CUST00272,2025-05-11,14:14,46-55,los angeles,CA,51354,Platinum,Topicals,THC Balm 200mg,2,34.47,68.94,Digital Wallet
TXN068440,CUST00578,2024-12-31,20:46,46-55,Denver,CO,48196,Gold,Vapes,Sativa Cart 0.5g,1,36.62,36.62,Debit Card
TXN075021,CUST01080,2024-07-21,19:01,26-35,Boulder,CO,34509,Silver,Concentrates,Shatter 1g,2,43.85,87.7,Debit Card
TXN033710,CUST00698,2026-01-03,12:13,36-45,Boulder,CO,44154,Silver,Topicals,THC Balm 200mg,1,33.85,33.85,Digital Wallet
TXN011050,CUST00258,2025-10-20,09:08,18-25,Phoenix,AZ,23863,Silver,Concentrates,Wax 1g,1,47.28,47.28,Digital Wallet
TXN057670,CUST00918,2024-09-11,18:54,46-55,Seattle,WA,73830,Platinum,Vapes,Indica Cart 0.5g,3,34.31,102.93,Digital Wallet
TXN023782,CUST00138,2024-12-15,17:31,46-55,Los Angeles,ca,72955,Gold,Topicals,CBD Lotion 100mg,1,38.07,38.07,Cash
TXN041951,CUST00407,2025-02-27,15:38,26-35,Phoenix,AZ,89383,Platinum,Topicals,CBD Lotion 100mg,1,41.42,41.42,Debit Card
TXN059641,CUST00414,2025-02-21,15:37,18-25,Boulder,CO,36671,Platinum,Accessories,Lighter,3,2.99,8.97,Credit Card
TXN063670,CUST00495,2025-12-13,16:10,36-45,Portland,OR,42663,Gold,Edibles,Cookies 50mg,1,18.15,18.15,Digital Wallet
TXN055030,CUST00450,21-10-2024,12:02,46-55,San Francisco,CA,99764,Silver,Accessories,Storage Container,1,15.36,15.36,Digital Wallet
TXN038610,CUST00720,2025-01-02,10:31,26-35,Portland,OR,72753,Platinum,Edibles,Chocolate Bar 100mg,1,21.03,21.03,Digital Wallet
TXN015621,CUST00152,2024-10-22,13:14,18-25,Las Vegas,NV,40456,Platinum,Flower,Pineapple Express,1,36.33,36.33,Digital Wallet
TXN056391,CUST00582,2024-07-15,09:16,26-35,Seattle,WA,29924,Standard,Flower,OG Kush,1,38.92,38.92,Debit Card
TXN026680,CUST00932,2025-04-15,20:30,26-35,Las Vegas,NV,61097,Gold,Vapes,Live Resin Cart 0.5g,1,43.32,43.32,Digital Wallet
TXN051440,CUST00282,2025-12-30,13:47,18-25,Tucson,AZ,57817,Gold,Flower,Sour Diesel,1,38.3,38.3,Debit Card
TXN020740,CUST00375,2024-07-17,15:45,36-45,Los Angeles,CA,39013,Standard,Accessories,Rolling Papers,1,5.2,5.2,Cash
TXN058050,CUST00222,2025-12-21,13:10,36-45,Phoenix,AZ,49971,Standard,Concentrates,Distillate 1g,1,57.7,57.7,Debit Card
TXN036370,CUST00926,2026-01-03,14:24,46-55,Phoenix,AZ,68889,Silver,Concentrates,Live Resin 1g,1,47.55,47.55,Digital Wallet
TXN070780,CUST00425,2025-11-04,18:26,36-45,Denver,CO,47979,Platinum,Edibles,Mints 50mg,1,14.62,14.62,Credit Card
TXN021351,CUST01022,2024-10-30,14:35,18-25,San Francisco,CA,49435,Gold,Vapes,Hybrid Cart 0.5g,1,33.4,33.4,Cash
TXN043450,CUST00429,2025-08-07,12:01,18-25,Phoenix,AZ,85727,Platinum,Topicals,CBD Lotion 100mg,1,41.18,41.18,Digital Wallet
TXN068082,CUST00802,2024-10-07,19:25,26-35,Tucson,AZ,71103,Platinum,Vapes,Disposable Vape,1,28.66,28.66,Debit Card
TXN038161,CUST00788,2024-07-31,12:46,46-55,Las Vegas,NV,89810,Silver,Topicals,CBD Lotion 100mg,2,41.62,83.23,Digital Wallet
TXN020160,CUST01087,2024-08-30,19:53,36-45,Las Vegas,NV,11695,Platinum,Concentrates,Rosin 1g,1,62.45,62.45,Debit Card
TXN077220,CUST00493,2026-01-06,17:17,,Tucson,AZ,35495,Silver,Accessories,Lighter,1,2.91,2.91,Digital Wallet
TXN048221,CUST00537,2024-12-23,13:45,18-25,Seattle,WA,76170,Standard,Accessories,Storage Container,1,14.8,14.8,Credit Card
TXN062051,CUST00271,2025-12-07,16:51,36-45,Seattle,WA,33913,Silver,Topicals,THC Balm 200mg,1,33.66,33.66,Debit Card
TXN047320,CUST00859,2025-02-01,13:42,26-35,Denver,CO,30201,Platinum,Flower,Wedding Cake,1,43.44,43.44,Digital Wallet
TXN023202,CUST00960,2024-07-27,20:37,18-25,Phoenix,AZ,19951,Gold,Edibles,Mints 50mg,1,14.59,14.59,Credit Card
TXN039760,CUST00743,2024-12-25,09:24,46-55,Tucson,AZ,12891,Silver,Vapes,Live Resin Cart 0.5g,2,44.76,89.51,Credit Card
TXN074670,CUST01170,2024-10-14,12:33,36-45,Tucson,AZ,82483,Gold,Edibles,Cookies 50mg,1,18.44,18.44,Digital Wallet
TXN079970,CUST00826,2024-07-09,17:17,36-45,Seattle,WA,99315,Gold,Edibles,Gummy Bears 100mg,1,24.27,24.27,Cash
TXN037820,CUST01143,11-12-2024,14:19,26-35,Phoenix,AZ,16098,Platinum,Flower,Wedding Cake,1,44.8,44.8,Debit Card
TXN033011,CUST00537,2024-10-23,11:50,18-25,Boulder,CO,22686,Silver,Concentrates,Rosin 1g,1,62.66,62.66,Credit Card
TXN059233,CUST00031,2024-09-09,19:04,56+,Las Vegas,NV,25091,Platinum,Edibles,Mints 50mg,1,14.62,14.62,Credit Card
TXN057150,CUST00667,2024-12-06,10:04,56+,Phoenix,AZ,90453,Standard,Flower,Sour Diesel,1,37.65,37.65,Cash
TXN032332,CUST01176,2024-12-26,18:16,26-35,San Francisco,CA,,Standard,Vapes,Sativa Cart 0.5g,1,36.41,36.41,Credit Card
TXN075750,CUST00807,2024-12-17,17:00,46-55,San Francisco,CA,99422,Gold,Topicals,Massage Oil 200mg,1,44.32,44.32,Cash
TXN073550,CUST01034,2024-12-25,19:18,46-55,Las Vegas,NV,,Platinum,Concentrates,Shatter 1g,1,42.91,42.91,Cash
TXN061302,CUST00831,2025-02-19,12:54,46-55,Los Angeles,CA,66515,Gold,Accessories,Storage Container,1,15.03,15.03,Digital Wallet
TXN078070,CUST00497,2025-11-23,12:34,46-55,LA,CA,34115,Platinum,Topicals,Massage Oil 200mg,2,43.88,87.76,Digital Wallet
TXN009051,CUST00111,2025-04-23,11:03,36-45,Tucson,AZ,53399,Gold,Vapes,Indica Cart 0.5g,1,33.86,33.86,Credit Card
TXN063130,CUST01104,2025-04-19,14:54,56+,Las Vegas,NV,56286,Silver,Concentrates,Distillate 1g,1,54.44,54.44,Digital Wallet
TXN072690,CUST00795,2024-12-10,11:12,56+,Tucson,AZ,98722,Gold,Vapes,Hybrid Cart 0.5g,1,35.26,35.26,Credit Card
TXN036192,CUST00617,2025-11-06,15:35,,Las Vegas,NV,52797,Silver,Edibles,Brownies 100mg,1,20.39,20.39,Credit Card
TXN063471,CUST00014,2024-07-20,17:24,26-35,Las Vegas,NV,84862,Platinum,Vapes,Hybrid Cart 0.5g,1,35.23,35.23,Cash
TXN046270,CUST00052,2025-03-11,13:43,26-35,Phoenix,AZ,94863,Silver,Flower,OG Kush,1,39.34,39.34,Debit Card
TXN046780,CUST00091,2024-12-10,13:15,36-45,Tucson,AZ,74297,Standard,Edibles,Hard Candy 100mg,1,20.3,20.3,Cash
TXN021520,CUST00610,2025-06-20,12:25,46-55,San Diego,CA,95083,Platinum,Accessories,Storage Container,3,14.26,42.77,Cash
TXN065910,CUST00896,2024-11-27,15:23,26-35,Tucson,AZ,46030,Gold,Vapes,Sativa Cart 0.5g,3,33.58,100.73,Cash
TXN029842,CUST01027,2025-01-07,15:04,26-35,Boulder,CO,95597,Platinum,Edibles,Hard Candy 100mg,1,19.76,19.76,Debit Card
TXN070280,CUST00545,2025-08-26,16:44,46-55,San Francisco,CA,41475,Gold,Edibles,Hard Candy 100mg,1,19.32,19.32,Digital Wallet
TXN034580,CUST00406,2025-09-08,16:03,36-45,Boulder,CO,,Platinum,Accessories,Lighter,1,2.87,2.87,Debit Card
TXN001570,CUST00616,2024-12-27,20:56,26-35,Los Angeles,CA,25473,Platinum,Topicals,Bath Bomb 100mg,1,24.07,24.07,Cash
TXN046630,CUST01198,2024-07-25,09:59,26-35,Seattle,WA,43615,Platinum,Flower,Wedding Cake,1,45.22,45.22,Digital Wallet
TXN071750,CUST00537,2025-12-04,12:05,36-45,San Francisco,CA,43138,Silver,Edibles,Gummy Bears 100mg,1,25.65,25.65,Cash
TXN060571,CUST00839,2025-06-19,11:56,36-45,Denver,CO,77414,Platinum,Vapes,Disposable Vape,1,30.52,30.52,Cash
TXN032890,CUST01115,2025-07-06,14:01,36-45,Phoenix,AZ,,Standard,Vapes,Live Resin Cart 0.5g,1,46.86,46.86,Cash
TXN031692,CUST00560,2025-11-06,10:28,26-35,Las Vegas,NV,82844,Standard,Flower,Granddaddy Purple,1,36.18,36.18,Debit Card
TXN020131,CUST00141,2025-02-03,19:39,56+,Las Vegas,NV,99664,Silver,Edibles,Brownies 100mg,1,20.38,20.38,Debit Card
TXN063640,CUST00117,2025-04-14,17:52,56+,Seattle,WA,30036,Platinum,Flower,OG Kush,1,38.53,38.53,Debit Card
TXN038290,CUST00932,2025-02-03,20:58,26-35,Denver,CO,31708,Standard,Edibles,Gummy Bears 100mg,2,25.37,50.73,Cash
TXN046021,CUST00159,2025-12-22,19:22,46-55,Seattle,WA,80763,Silver,Topicals,CBD Lotion 100mg,1,39.55,39.55,Digital Wallet
TXN014621,CUST01148,2025-11-20,16:20,36-45,Seattle,WA,55169,Gold,Edibles,Gummy Bears 100mg,1,25.34,25.34,Credit Card
TXN063242,CUST00846,2025-07-31,14:21,18-25,Seattle,WA,68775,Standard,Concentrates,Rosin 1g,1,60.83,60.83,Credit Card
TXN050820,CUST01040,2025-10-10,13:42,46-55,LA,CA,41314,Gold,Topicals,Massage Oil 200mg,1,45.58,45.58,Credit Card
TXN023580,CUST00318,2024-08-29,18:33,46-55,San Diego,CA,29483,Standard,Topicals,Bath Bomb 100mg,1,24.54,24.54,Digital Wallet
TXN031850,CUST00827,2025-03-25,17:47,36-45,San Francisco,CA,61181,Silver,Concentrates,Distillate 1g,1,52.86,52.86,Digital Wallet
TXN066920,CUST01076,2025-10-20,20:37,26-35,Las Vegas,NV,96128,Gold,Vapes,Sativa Cart 0.5g,1,36.63,36.63,Cash
TXN064300,CUST00541,2026-01-08,09:12,,Seattle,WA,36619,Gold,Accessories,Rolling Papers,1,5.14,5.14,Digital Wallet
TXN061460,CUST01080,2025-06-14,17:36,,San Diego,CA,44404,Platinum,Vapes,Live Resin Cart 0.5g,1,44.99,44.99,Digital Wallet
TXN037450,CUST00107,2025-12-28,15:45,26-35,Seattle,WA,69752,Platinum,Accessories,Storage Container,1,14.84,14.84,Credit Card
TXN048120,CUST00361,2025-12-12,13:51,56+,Seattle,WA,82716,Gold,Topicals,Bath Bomb 100mg,1,23.77,23.77,Cash
TXN064292,CUST00149,25-10-2025,14:10,18-25,Seattle,WA,91741,Silver,Concentrates,Rosin 1g,1,57.43,57.43,Digital Wallet
TXN055860,CUST00531,2025-12-19,13:57,46-55,Denver,CO,12812,Platinum,Edibles,Brownies 100mg,1,20.63,20.63,Digital Wallet
TXN008860,CUST00022,2025-03-01,18:02,18-25,Boulder,CO,14015,Gold,Vapes,Live Resin Cart 0.5g,1,44.24,44.24,Digital Wallet
TXN047040,CUST01148,2024-09-14,16:17,56+,Portland,OR,35551,Platinum,Topicals,Massage Oil 200mg,1,46.56,46.56,Cash
TXN055750,CUST01120,2024-11-08,16:49,18-25,Denver,CO,56396,Gold,Accessories,Storage Container,1,14.53,14.53,Credit Card
TXN054910,CUST00068,2025-06-01,17:28,46-55,Portland,OR,39107,Silver,Accessories,Grinder,2,25.47,50.94,Digital Wallet
TXN044330,CUST00313,2025-01-08,17:10,46-55,Denver,CO,73076,Gold,Concentrates,Distillate 1g,1,56.65,56.65,Digital Wallet
TXN009210,CUST00896,2025-09-24,09:02,46-55,Seattle,WA,17547,Silver,Topicals,CBD Lotion 100mg,1,41.32,41.32,Digital Wallet
TXN039230,CUST00444,2025-07-18,14:20,26-35,Phoenix,AZ,52378,Gold,Vapes,Hybrid Cart 0.5g,1,33.5,33.5,Credit Card
TXN002292,CUST00705,2025-01-01,18:37,56+,Tucson,AZ,19023,Standard,Concentrates,Shatter 1g,1,44.29,44.29,Digital Wallet
TXN029293,CUST00047,2024-12-25,18:32,46-55,Denver,CO,77425,Platinum,Flower,Sour Diesel,1,37.9,37.9,Credit Card
TXN041080,CUST00095,2024-11-05,20:30,46-55,San Diego,CA,62163,Standard,Edibles,Brownies 100mg,2,20.43,40.86,Cash
TXN067870,CUST00460,2025-03-06,18:03,46-55,Phoenix,AZ,47194,Platinum,Edibles,Gummy Bears 100mg,1,24.22,24.22,Cash
TXN018942,CUST00350,2025-11-24,09:29,46-55,San Diego,CA,26111,Gold,Topicals,THC Balm 200mg,1,35.22,35.22,Credit Card
TXN037051,CUST00020,2025-10-20,17:20,26-35,Boulder,CO,82103,Gold,Flower,Girl Scout Cookies,1,40.12,40.12,Credit Card
TXN066410,CUST00199,2025-02-20,17:30,26-35,Boulder,CO,63079,Silver,Accessories,Storage Container,1,14.27,14.27,Cash
TXN076560,CUST00852,2026-01-07,15:25,26-35,Boulder,CO,84294,Standard,Flower,Blue Dream,1,34.86,34.86,Digital Wallet
TXN059611,CUST00043,2024-08-10,18:59,36-45,los angeles,CA,39741,Silver,Edibles,Chocolate Bar 100mg,1,22.9,22.9,Cash
TXN013520,CUST00374,2025-01-22,20:18,18-25,San Diego,CA,72683,Standard,Edibles,Mints 50mg,1,14.94,14.94,Cash
TXN028970,CUST01072,2025-09-15,10:16,26-35,Phoenix,AZ,85792,Standard,Concentrates,Shatter 1g,3,45.86,137.58,Debit Card
TXN059463,CUST00920,2024-08-19,10:41,56+,Tucson,AZ,15038,Standard,Topicals,Bath Bomb 100mg,1,24.29,24.29,Debit Card
TXN063271,CUST00422,2025-10-29,10:05,56+,Boulder,CO,79024,Standard,Concentrates,Shatter 1g,3,45.28,135.83,Credit Card
TXN011040,CUST00035,2024-11-23,12:43,36-45,Tucson,AZ,33937,Gold,Vapes,Live Resin Cart 0.5g,2,44.44,88.88,Credit Card
TXN060410,CUST00994,2025-12-30,10:42,56+,Seattle,WA,87542,Platinum,Edibles,Chocolate Bar 100mg,2,22.48,44.95,Credit Card
TXN002562,CUST00865,2024-07-16,20:02,36-45,Seattle,WA,36106,Platinum,Flower,Girl Scout Cookies,1,43.99,43.99,Debit Card
TXN034232,CUST00485,2024-07-21,18:44,46-55,Portland,OR,40138,Gold,Edibles,Mints 50mg,1,15.39,15.39,Digital Wallet
TXN061331,CUST00348,2024-11-22,17:42,36-45,Boulder,CO,55110,Platinum,Edibles,Gummy Bears 100mg,1,24.0,24.0,Cash
TXN022150,CUST00356,2024-12-28,12:03,56+,Seattle,WA,72685,Standard,Topicals,Massage Oil 200mg,1,44.91,44.91,Debit Card
TXN055370,CUST00431,2026-01-01,11:31,46-55,San Diego,CA,98912,Standard,Vapes,Sativa Cart 0.5g,1,36.59,36.59,Debit Card
TXN009540,CUST00626,06/04/2025,15:22,18-25,Los Angeles,CA,32577,Standard,Accessories,Lighter,1,3.0,3.0,Credit Card
TXN032530,CUST00082,2025-04-29,20:02,26-35,Denver,CO,82786,Standard,Accessories,Grinder,1,24.14,24.14,Credit Card
TXN061861,CUST00003,2025-02-10,17:31,18-25,San Diego,CA,45673,Standard,Accessories,Lighter,2,2.92,5.85,Debit Card
TXN058200,CUST01185,2025-02-11,16:37,46-55,Portland,OR,62987,Silver,Edibles,Brownies 100mg,2,20.94,41.88,Digital Wallet
TXN015981,CUST01015,2025-07-30,19:40,26-35,Boulder,CO,84408,Gold,Accessories,Storage Container,1,15.17,15.17,Cash
TXN017060,CUST01189,2024-07-06,20:28,18-25,San Francisco,CA,37246,Standard,Topicals,Massage Oil 200mg,1,47.12,47.12,Credit Card
TXN029140,CUST00093,2024-12-10,09:20,18-25,Las Vegas,NV,14580,Standard,Flower,Girl Scout Cookies,1,42.23,42.23,Digital Wallet
TXN004670,CUST00814,2024-10-12,16:30,56+,Los Angeles,CA,54175,Standard,Topicals,CBD Lotion 100mg,1,40.08,40.08,Cash
TXN056421,CUST00354,2024-10-18,15:00,46-55,Boulder,CO,77057,Silver,Edibles,Cookies 50mg,1,18.68,18.68,Cash
TXN023230,CUST00841,2024-11-12,16:54,18-25,San Diego,CA,51250,Platinum,Vapes,Indica Cart 0.5g,1,35.71,35.71,Debit Card
TXN033560,CUST00823,2025-05-30,15:56,26-35,Seattle,WA,28822,Gold,Flower,Girl Scout Cookies,1,40.05,40.05,Debit Card
TXN004300,CUST00752,2024-11-27,15:22,,Tucson,AZ,35612,Gold,Flower,Sour Diesel,1,38.03,38.03,Credit Card
TXN006501,CUST00111,2025-05-06,12:48,36-45,San Diego,CA,67271,Standard,Edibles,Hard Candy 100mg,1,19.75,19.75,Digital Wallet
TXN014331,CUST01147,2025-04-15,16:56,,Boulder,CO,38814,Platinum,Vapes,Live Resin Cart 0.5g,1,45.96,45.96,Credit Card
TXN079182,CUST00102,2025-02-14,10:51,18-25,Phoenix,AZ,63079,Standard,Concentrates,Shatter 1g,1,44.58,44.58,Cash
TXN005490,CUST01081,2024-08-07,15:05,36-45,Los Angeles,CA,82935,Standard,Flower,Wedding Cake,1,43.99,43.99,Cash
TXN041020,CUST00336,2025-06-19,13:34,18-25,San Francisco,CA,97037,Silver,Vapes,Live Resin Cart 0.5g,1,42.97,42.97,Credit Card
TXN001451,CUST00719,2025-01-31,11:48,46-55,Tucson,AZ,63948,Silver,Concentrates,Wax 1g,1,46.88,46.88,Credit Card
TXN001122,CUST01157,2026-01-24,15:24,46-55,Los Angeles,CA,20518,Gold,Accessories,Lighter,1,3.12,3.12,Digital Wallet
TXN003290,CUST00735,2025-10-12,16:26,26-35,Boulder,CO,32439,Gold,Accessories,Storage Container,1,14.45,14.45,Digital Wallet
TXN072251,CUST00536,2025-11-06,18:21,56+,Boulder,CO,68946,Silver,Edibles,Cookies 50mg,1,17.16,17.16,Digital Wallet
TXN054670,CUST00022,2025-01-25,17:09,26-35,San Diego,CA,66283,Standard,Edibles,Brownies 100mg,3,20.41,61.24,Cash
TXN039110,CUST01196,2025-04-17,10:57,18-25,Los Angeles,CA,23907,Silver,Flower,Wedding Cake,1,43.37,43.37,Credit Card
TXN011631,CUST00772,2025-12-15,15:30,56+,Portland,OR,26427,Silver,Edibles,Brownies 100mg,1,19.04,19.04,Cash
TXN025531,CUST01148,2025-11-08,15:20,,San Diego,CA,23941,Platinum,Topicals,CBD Lotion 100mg,1,39.84,39.84,Debit Card
TXN004310,CUST01079,2025-01-22,18:19,36-45,San Francisco,CA,,Silver,Accessories,Lighter,1,2.95,2.95,Cash
TXN014970,CUST01016,2025-07-30,12:19,46-55,Phoenix,AZ,52545,Platinum,Accessories,Lighter,2,2.85,5.71,Cash
TXN000900,CUST00764,2024-09-19,11:42,36-45,Phoenix,AZ,91851,Silver,Topicals,CBD Lotion 100mg,1,38.67,38.67,Debit Card
TXN054030,CUST00995,2025-04-11,10:49,26-35,Seattle,WA,10685,Platinum,Accessories,Grinder,1,23.87,23.87,Debit Card
TXN044090,CUST00783,2025-09-19,18:15,18-25,Seattle,WA,89188,Platinum,Flower,Blue Dream,1,35.67,35.67,Credit Card
TXN050020,CUST00155,2025-09-25,12:57,18-25,Phoenix,AZ,73354,Standard,Flower,Blue Dream,1,34.92,34.92,Cash
TXN023983,CUST00518,2024-09-12,11:05,46-55,San Diego,CA,53323,Standard,Flower,Wedding Cake,1,46.65,46.65,Debit Card
TXN070272,CUST00751,2025-11-09,18:01,36-45,San Francisco,California,,Gold,Vapes,Disposable Vape,1,30.82,30.82,Cash
TXN062852,CUST01080,2024-07-18,11:15,18-25,Tucson,AZ,10668,Standard,Flower,Wedding Cake,1,45.33,45.33,Debit Card
TXN042062,CUST00284,2025-06-04,17:21,46-55,San Diego,CA,68707,Standard,Topicals,THC Balm 200mg,1,36.47,36.47,Credit Card
TXN075431,CUST00214,2025-08-29,10:44,26-35,Tucson,AZ,36979,Platinum,Topicals,THC Balm 200mg,3,36.18,108.55,Digital Wallet
TXN039071,CUST00782,10-09-2024,20:18,18-25,Tucson,AZ,33754,Silver,Edibles,Cookies 50mg,1,17.26,17.26,Digital Wallet
TXN065141,CUST01034,2024-07-05,09:11,36-45,San Diego,CA,23720,Platinum,Vapes,Indica Cart 0.5g,1,35.13,35.13,Credit Card
TXN008291,CUST01087,2025-04-13,12:41,46-55,Los Angeles,CA,73688,Standard,Edibles,Brownies 100mg,1,20.81,20.81,Credit Card
TXN025241,CUST00375,2025-07-03,12:16,46-55,Portland,OR,54711,Gold,Edibles,Cookies 50mg,1,17.5,17.5,Digital Wallet
TXN022400,CUST00583,2024-12-17,14:31,18-25,San Diego,CA,96268,Silver,Accessories,Rolling Papers,2,5.02,10.04,Debit Card
TXN006050,CUST00571,2024-10-17,09:31,18-25,San Diego,CA,13378,Silver,Topicals,THC Balm 200mg,1,36.41,36.41,Debit Card
TXN045430,CUST00820,2025-01-24,20:20,36-45,Denver,CO,53967,Platinum,Edibles,Brownies 100mg,1,19.64,19.64,Cash
TXN013441,CUST00790,2025-10-25,18:22,36-45,Las Vegas,NV,65310,Silver,Edibles,Cookies 50mg,1,17.74,17.74,Credit Card
TXN030750,CUST00582,2025-03-23,14:06,36-45,San Francisco,CA,33789,Standard,Vapes,Hybrid Cart 0.5g,1,36.71,36.71,Digital Wallet
TXN048421,CUST00538,2025-12-10,14:46,46-55,Boulder,CO,98542,Gold,Flower,Granddaddy Purple,1,39.42,39.42,Debit Card
TXN063610,CUST00173,01-05-2025,14:40,46-55,San Diego,CA,92819,Gold,Accessories,Storage Container,3,14.58,43.73,Cash
TXN024080,CUST01168,2025-03-22,13:19,56+,Phoenix,AZ,40364,Platinum,Flower,OG Kush,1,39.47,39.47,Credit Card
TXN003450,CUST01146,2025-11-15,13:40,36-45,Tucson,AZ,93435,Platinum,Vapes,Sativa Cart 0.5g,1,33.26,33.26,Cash
TXN032960,CUST00132,2025-03-30,10:08,46-55,Portland,OR,15853,Gold,Vapes,Sativa Cart 0.5g,1,33.53,33.53,Credit Card
TXN021920,CUST01056,2026-01-08,14:19,46-55,Denver,CO,14085,Standard,Topicals,Bath Bomb 100mg,1,24.52,24.52,Cash
TXN061542,CUST00736,2025-04-05,12:27,36-45,Boulder,CO,84586,Gold,Vapes,Disposable Vape,1,28.97,28.97,Digital Wallet
TXN055880,CUST00245,2025-10-10,15:50,36-45,Las Vegas,NV,89154,,Topicals,Bath Bomb 100mg,1,24.28,24.28,Credit Card
TXN015890,CUST00358,2025-11-21,14:20,26-35,Portland,OR,76393,Gold,Flower,OG Kush,1,39.32,39.32,Debit Card
TXN028471,CUST01046,2025-09-01,12:57,26-35,Phoenix,AZ,86407,Standard,Edibles,Gummy Bears 100mg,1,23.76,23.76,Debit Card
TXN000452,CUST00485,2024-10-02,18:48,36-45,Portland,OR,75338,Standard,Accessories,Storage Container,1,14.33,14.33,Cash
TXN021460,CUST00211,2025-11-10,12:22,36-45,San Francisco,CA,35071,Platinum,Concentrates,Live Resin 1g,1,49.68,49.68,Credit Card
TXN064790,CUST00517,2025-04-12,18:08,56+,Tucson,AZ,66579,Silver,Topicals,Massage Oil 200mg,1,42.81,42.81,Cash
TXN030430,CUST00364,2025-06-10,13:23,18-25,Los Angeles,CA,98863,Platinum,Topicals,Massage Oil 200mg,1,46.31,46.31,Cash
TXN057310,CUST01104,2025-03-01,18:38,46-55,Phoenix,AZ,21693,Gold,Vapes,Indica Cart 0.5g,3,35.21,105.62,Cash
TXN005831,CUST00324,2024-09-08,14:56,18-25,Boulder,CO,17784,Silver,Accessories,Rolling Papers,1,4.96,4.96,Debit Card
TXN062322,CUST00321,2025-04-27,12:41,36-45,Denver,CO,25145,Gold,Concentrates,Distillate 1g,2,54.12,108.24,Cash
TXN073091,CUST00909,2025-04-07,14:24,18-25,Boulder,CO,49898,Platinum,Concentrates,Rosin 1g,1,62.65,62.65,Cash
TXN004651,CUST00350,2025-04-22,13:57,36-45,San Diego,CA,63581,Silver,Edibles,Chocolate Bar 100mg,1,21.3,21.3,Debit Card
TXN012891,CUST00302,2025-08-07,17:41,56+,Boulder,CO,35786,Platinum,Edibles,Hard Candy 100mg,2,19.17,38.33,Digital Wallet
TXN071680,CUST00998,2024-09-27,09:49,18-25,Los Angeles,CA,58632,Platinum,Edibles,Gummy Bears 100mg,1,25.81,25.81,Cash
TXN069111,CUST00167,2025-09-26,09:49,36-45,Denver,CO,72286,Platinum,Topicals,CBD Lotion 100mg,1,39.25,39.25,Credit Card
TXN045991,CUST00462,2024-08-31,14:53,46-55,Portland,OR,14496,Platinum,Concentrates,Distillate 1g,2,53.68,107.35,Cash
TXN044700,CUST00986,2024-09-05,18:24,26-35,San Francisco,CA,79622,,Topicals,CBD Lotion 100mg,3,40.83,122.49,Digital Wallet
TXN008850,CUST01146,2025-11-17,16:47,56+,Tucson,AZ,15004,Platinum,Accessories,Grinder,2,24.07,48.15,Debit Card
TXN054590,CUST00578,2024-07-01,18:30,36-45,Seattle,WA,93865,Standard,Edibles,Chocolate Bar 100mg,1,22.9,22.9,Cash
TXN073590,CUST00498,2026-01-15,18:36,46-55,Seattle,WA,54096,Platinum,Concentrates,Wax 1g,1,46.03,46.03,Cash
TXN062491,CUST00410,2026-01-12,12:38,26-35,Las Vegas,NV,96303,Silver,Topicals,Massage Oil 200mg,1,46.49,46.49,Credit Card
TXN067781,CUST00667,2025-11-19,14:09,56+,Phoenix,AZ,73538,Gold,Topicals,THC Balm 200mg,1,33.86,33.86,Debit Card
TXN011220,CUST00032,2025-12-30,15:45,26-35,San Francisco,CA,60780,Platinum,Edibles,Brownies 100mg,1,19.01,19.01,Digital Wallet
TXN079761,CUST00362,2024-09-01,10:07,46-55,Boulder,CO,56250,Platinum,Edibles,Hard Candy 100mg,2,20.68,41.36,Credit Card
TXN073430,CUST01152,25-08-2025,09:42,26-35,San Francisco,CA,46449,Gold,Edibles,Hard Candy 100mg,1,19.87,19.87,Credit Card
TXN065440,CUST00375,2025-07-02,15:39,26-35,Los Angeles,CA,44197,Platinum,Accessories,Glass Pipe,1,29.4,29.4,Cash
TXN004050,CUST00740,2025-01-14,16:13,18-25,Las Vegas,NV,68479,Silver,Vapes,Indica Cart 0.5g,1,34.74,34.74,Debit Card
